home,score,away,home_scores,away_scores,year
甲府,0-2,広島,0,2,2015
清水,0-3,柏,0,3,2015
神戸,3-1,山形,3,1,2015
仙台,1-3,Ｇ大阪,1,3,2015
山形,1-2,清水,1,2,2015
新潟,0-2,湘南,0,2,2015
浦和,1-1,川崎Ｆ,1,1,2015
Ｇ大阪,0-2,広島,0,2,2015
鹿島,2-0,横浜FM,2,0,2015
神戸,2-1,松本,2,1,2015
柏,0-1,FC東京,0,1,2015
鳥栖,1-0,仙台,1,0,2015
名古屋,4-2,甲府,4,2,2015
川崎Ｆ,1-0,仙台,1,0,2015
鹿島,1-0,名古屋,1,0,2015
Ｇ大阪,4-0,山形,4,0,2015
柏,1-1,新潟,1,1,2015
浦和,5-2,神戸,5,2,2015
FC東京,0-0,鳥栖,0,0,2015
甲府,2-2,清水,2,2,2015
横浜FM,0-0,松本,0,0,2015
広島,5-0,湘南,5,0,2015
磐田,0-1,名古屋,0,1,2016
広島,0-1,川崎Ｆ,0,1,2016
鳥栖,2-1,福岡,2,1,2016
柏,1-2,浦和,1,2,2016
湘南,1-2,新潟,1,2,2016
神戸,0-2,甲府,0,2,2016
横浜FM,0-1,仙台,0,1,2016
FC東京,0-1,大宮,0,1,2016
Ｇ大阪,0-1,鹿島,0,1,2016
川崎Ｆ,4-4,湘南,4,4,2016
鹿島,1-0,鳥栖,1,0,2016
大宮,2-0,柏,2,0,2016
神戸,6-3,新潟,6,3,2016
福岡,1-1,横浜FM,1,1,2016
甲府,0-1,Ｇ大阪,0,1,2016
浦和,1-2,磐田,1,2,2016
名古屋,1-1,広島,1,1,2016
仙台,1-2,FC東京,1,2,2016
FC東京,1-0,神戸,1,0,2016
Ｇ大阪,2-1,大宮,2,1,2016
広島,2-2,湘南,2,2,2016
仙台,1-0,鹿島,1,0,2016
浦和,2-0,福岡,2,0,2016
新潟,1-2,横浜FM,1,2,2016
鳥栖,1-1,甲府,1,1,2016
柏,2-2,磐田,2,2,2016
川崎Ｆ,3-2,名古屋,3,2,2016
横浜FM,2-1,鳥栖,2,1,2016
新潟,2-2,柏,2,2,2016
名古屋,2-1,仙台,2,1,2016
甲府,0-4,川崎Ｆ,0,4,2016
鹿島,2-0,FC東京,2,0,2016
神戸,2-1,Ｇ大阪,2,1,2016
磐田,2-2,福岡,2,2,2016
大宮,1-5,広島,1,5,2016
湘南,0-2,浦和,0,2,2016
広島,3-0,仙台,3,0,2016
浦和,2-1,甲府,2,1,2016
福岡,0-1,新潟,0,1,2016
川崎Ｆ,1-1,鹿島,1,1,2016
鳥栖,1-1,柏,1,1,2016
FC東京,3-2,名古屋,3,2,2016
大宮,1-1,磐田,1,1,2016
湘南,1-2,神戸,1,2,2016
Ｇ大阪,1-2,横浜FM,1,2,2016
名古屋,1-2,大宮,1,2,2016
横浜FM,0-0,浦和,0,0,2016
神戸,0-0,福岡,0,0,2016
仙台,1-3,Ｇ大阪,1,3,2016
甲府,3-1,湘南,3,1,2016
川崎Ｆ,1-0,鳥栖,1,0,2016
新潟,1-2,磐田,1,2,2016
鹿島,4-1,広島,4,1,2016
柏,1-0,FC東京,1,0,2016
Ｇ大阪,0-1,柏,0,1,2016
広島,1-0,新潟,1,0,2016
浦和,3-1,仙台,3,1,2016
FC東京,2-4,川崎Ｆ,2,4,2016
大宮,1-1,甲府,1,1,2016
湘南,0-3,鹿島,0,3,2016
磐田,1-5,横浜FM,1,5,2016
福岡,0-1,Ｇ大阪,0,1,2016
名古屋,2-1,新潟,2,1,2016
神戸,2-2,仙台,2,2,2016
横浜FM,1-2,広島,1,2,2016
甲府,1-1,FC東京,1,1,2016
川崎Ｆ,0-1,浦和,0,1,2016
鹿島,0-2,柏,0,2,2016
鳥栖,0-1,磐田,0,1,2016
湘南,0-1,大宮,0,1,2016
Ｇ大阪,0-1,川崎Ｆ,0,1,2016
浦和,4-1,名古屋,4,1,2016
磐田,1-0,広島,1,0,2016
FC東京,0-1,福岡,0,1,2016
仙台,0-2,鳥栖,0,2,2016
大宮,0-0,鹿島,0,0,2016
柏,2-0,神戸,2,0,2016
新潟,2-2,甲府,2,2,2016
横浜FM,0-1,湘南,0,1,2016
鳥栖,0-1,湘南,0,1,2016
川崎Ｆ,1-1,仙台,1,1,2016
名古屋,3-1,横浜FM,3,1,2016
福岡,1-2,大宮,1,2,2016
鹿島,2-1,新潟,2,1,2016
神戸,4-1,磐田,4,1,2016
甲府,0-2,柏,0,2,2016
柏,1-3,川崎Ｆ,1,3,2016
名古屋,0-1,神戸,0,1,2016
横浜FM,2-2,甲府,2,2,2016
仙台,2-0,福岡,2,0,2016
新潟,0-0,Ｇ大阪,0,0,2016
広島,3-0,鳥栖,3,0,2016
大宮,0-1,浦和,0,1,2016
湘南,0-1,FC東京,0,1,2016
磐田,1-1,鹿島,1,1,2016
FC東京,0-0,鳥栖,0,0,2016
Ｇ大阪,2-1,磐田,2,1,2016
広島,0-0,柏,0,0,2016
福岡,1-0,湘南,1,0,2016
仙台,0-1,大宮,0,1,2016
浦和,0-0,新潟,0,0,2016
川崎Ｆ,3-1,神戸,3,1,2016
甲府,2-2,名古屋,2,2,2016
鹿島,1-0,横浜FM,1,0,2016
磐田,3-1,甲府,3,1,2016
柏,3-2,福岡,3,2,2016
鳥栖,0-1,大宮,0,1,2016
広島,1-3,Ｇ大阪,1,3,2016
神戸,0-1,横浜FM,0,1,2016
湘南,0-1,仙台,0,1,2016
名古屋,2-3,鹿島,2,3,2016
新潟,0-0,川崎Ｆ,0,0,2016
横浜FM,3-0,柏,3,0,2016
仙台,4-2,新潟,4,2,2016
福岡,0-4,広島,0,4,2016
鹿島,4-0,甲府,4,0,2016
大宮,2-2,神戸,2,2,2016
鳥栖,0-0,浦和,0,0,2016
FC東京,1-0,Ｇ大阪,1,0,2016
湘南,2-1,名古屋,2,1,2016
川崎Ｆ,1-0,磐田,1,0,2016
鳥栖,0-0,神戸,0,0,2016
福岡,0-0,名古屋,0,0,2016
新潟,1-0,大宮,1,0,2016
Ｇ大阪,3-3,湘南,3,3,2016
磐田,0-0,FC東京,0,0,2016
横浜FM,0-2,川崎Ｆ,0,2,2016
甲府,1-0,福岡,1,0,2016
神戸,1-1,広島,1,1,2016
柏,0-2,仙台,0,2,2016
名古屋,0-1,鳥栖,0,1,2016
浦和,0-2,鹿島,0,2,2016
FC東京,1-1,広島,1,1,2016
Ｇ大阪,1-0,浦和,1,0,2016
FC東京,1-1,新潟,1,1,2016
名古屋,1-1,柏,1,1,2016
神戸,1-2,鹿島,1,2,2016
大宮,1-1,横浜FM,1,1,2016
鳥栖,2-1,Ｇ大阪,2,1,2016
湘南,1-0,磐田,1,0,2016
福岡,2-2,川崎Ｆ,2,2,2016
広島,4-2,浦和,4,2,2016
仙台,2-1,甲府,2,1,2016
浦和,3-2,FC東京,3,2,2016
浦和,3-1,神戸,3,1,2016
柏,1-1,湘南,1,1,2016
新潟,1-0,鳥栖,1,0,2016
Ｇ大阪,3-3,名古屋,3,3,2016
磐田,3-0,仙台,3,0,2016
甲府,0-3,広島,0,3,2016
川崎Ｆ,2-0,大宮,2,0,2016
鹿島,2-0,福岡,2,0,2016
横浜FM,0-1,FC東京,0,1,2016
甲府,0-3,神戸,0,3,2016
鹿島,1-3,Ｇ大阪,1,3,2016
大宮,1-0,名古屋,1,0,2016
柏,1-0,新潟,1,0,2016
仙台,0-3,川崎Ｆ,0,3,2016
鳥栖,3-2,FC東京,3,2,2016
広島,3-0,磐田,3,0,2016
湘南,0-3,横浜FM,0,3,2016
福岡,1-2,浦和,1,2,2016
名古屋,0-3,川崎Ｆ,0,3,2016
Ｇ大阪,3-1,仙台,3,1,2016
横浜FM,3-0,福岡,3,0,2016
FC東京,1-0,甲府,1,0,2016
浦和,2-0,柏,2,0,2016
新潟,0-1,湘南,0,1,2016
広島,2-4,鹿島,2,4,2016
磐田,1-1,大宮,1,1,2016
神戸,2-2,鳥栖,2,2,2016
柏,3-3,広島,3,3,2016
鹿島,3-0,名古屋,3,0,2016
大宮,0-0,Ｇ大阪,0,0,2016
仙台,0-1,浦和,0,1,2016
湘南,0-2,鳥栖,0,2,2016
福岡,2-1,FC東京,2,1,2016
川崎Ｆ,3-2,新潟,3,2,2016
甲府,0-0,磐田,0,0,2016
横浜FM,3-2,神戸,3,2,2016
神戸,2-0,湘南,2,0,2016
甲府,3-3,鹿島,3,3,2016
磐田,1-1,川崎Ｆ,1,1,2016
FC東京,0-1,柏,0,1,2016
鳥栖,0-0,名古屋,0,0,2016
広島,2-2,横浜FM,2,2,2016
新潟,1-2,仙台,1,2,2016
Ｇ大阪,0-0,福岡,0,0,2016
浦和,2-2,大宮,2,2,2016
名古屋,1-3,甲府,1,3,2016
川崎Ｆ,1-0,FC東京,1,0,2016
鹿島,1-2,浦和,1,2,2016
柏,3-2,Ｇ大阪,3,2,2016
横浜FM,1-1,磐田,1,1,2016
福岡,2-3,鳥栖,2,3,2016
仙台,1-0,湘南,1,0,2016
広島,2-0,神戸,2,0,2016
大宮,1-2,新潟,1,2,2016
甲府,0-2,浦和,0,2,2016
福岡,1-1,仙台,1,1,2016
横浜FM,0-0,名古屋,0,0,2016
鳥栖,1-0,鹿島,1,0,2016
新潟,0-1,FC東京,0,1,2016
磐田,1-2,柏,1,2,2016
湘南,2-3,川崎Ｆ,2,3,2016
Ｇ大阪,1-0,広島,1,0,2016
神戸,1-0,大宮,1,0,2016
鹿島,0-1,仙台,0,1,2016
浦和,4-1,湘南,4,1,2016
柏,1-2,横浜FM,1,2,2016
川崎Ｆ,4-0,甲府,4,0,2016
新潟,1-0,神戸,1,0,2016
大宮,1-0,福岡,1,0,2016
Ｇ大阪,2-1,鳥栖,2,1,2016
FC東京,3-2,磐田,3,2,2016
広島,2-0,名古屋,2,0,2016
名古屋,0-2,浦和,0,2,2016
甲府,1-0,新潟,1,0,2016
湘南,1-2,広島,1,2,2016
横浜FM,1-1,大宮,1,1,2016
磐田,0-2,Ｇ大阪,0,2,2016
仙台,4-2,柏,4,2,2016
鳥栖,1-0,川崎Ｆ,1,0,2016
神戸,4-1,FC東京,4,1,2016
福岡,1-2,鹿島,1,2,2016
鹿島,1-0,湘南,1,0,2016
大宮,2-1,仙台,2,1,2016
柏,3-1,名古屋,3,1,2016
浦和,1-2,川崎Ｆ,1,2,2016
FC東京,1-0,横浜FM,1,0,2016
Ｇ大阪,0-1,神戸,0,1,2016
新潟,3-0,福岡,3,0,2016
磐田,1-1,鳥栖,1,1,2016
広島,0-1,甲府,0,1,2016
福岡,2-3,磐田,2,3,2016
甲府,2-2,大宮,2,2,2016
名古屋,1-1,FC東京,1,1,2016
湘南,1-2,Ｇ大阪,1,2,2016
川崎Ｆ,2-5,柏,2,5,2016
横浜FM,2-2,鹿島,2,2,2016
仙台,0-2,広島,0,2,2016
鳥栖,1-0,新潟,1,0,2016
神戸,2-1,浦和,2,1,2016
仙台,0-1,横浜FM,0,1,2016
磐田,3-4,神戸,3,4,2016
FC東京,3-0,湘南,3,0,2016
新潟,0-1,名古屋,0,1,2016
川崎Ｆ,3-1,福岡,3,1,2016
柏,2-0,鹿島,2,0,2016
Ｇ大阪,2-1,甲府,2,1,2016
浦和,2-0,鳥栖,2,0,2016
広島,0-1,大宮,0,1,2016
横浜FM,3-1,新潟,3,1,2016
甲府,1-1,仙台,1,1,2016
大宮,3-2,川崎Ｆ,3,2,2016
鹿島,3-0,磐田,3,0,2016
FC東京,1-3,浦和,1,3,2016
鳥栖,2-3,広島,2,3,2016
湘南,0-2,福岡,0,2,2016
神戸,1-1,柏,1,1,2016
名古屋,1-3,Ｇ大阪,1,3,2016
仙台,1-2,名古屋,1,2,2016
福岡,1-4,神戸,1,4,2016
磐田,0-0,湘南,0,0,2016
浦和,3-0,広島,3,0,2016
Ｇ大阪,3-3,FC東京,3,3,2016
新潟,0-2,鹿島,0,2,2016
大宮,1-1,鳥栖,1,1,2016
柏,1-0,甲府,1,0,2016
川崎Ｆ,3-2,横浜FM,3,2,2016
名古屋,5-0,福岡,5,0,2016
鹿島,1-3,大宮,1,3,2016
浦和,4-0,Ｇ大阪,4,0,2016
磐田,1-2,新潟,1,2,2016
甲府,0-4,横浜FM,0,4,2016
鳥栖,2-3,仙台,2,3,2016
広島,0-1,FC東京,0,1,2016
湘南,0-0,柏,0,0,2016
神戸,3-0,川崎Ｆ,3,0,2016
名古屋,1-1,磐田,1,1,2016
新潟,1-2,浦和,1,2,2016
柏,2-3,鳥栖,2,3,2016
FC東京,2-1,鹿島,2,1,2016
横浜FM,2-2,Ｇ大阪,2,2,2016
大宮,3-2,湘南,3,2,2016
川崎Ｆ,2-0,広島,2,0,2016
福岡,1-2,甲府,1,2,2016
仙台,3-0,神戸,3,0,2016
磐田,0-1,浦和,0,1,2016
Ｇ大阪,3-1,新潟,3,1,2016
神戸,3-0,名古屋,3,0,2016
柏,1-2,大宮,1,2,2016
広島,4-1,福岡,4,1,2016
鹿島,0-1,川崎Ｆ,0,1,2016
FC東京,1-0,仙台,1,0,2016
湘南,1-0,甲府,1,0,2016
鳥栖,2-2,横浜FM,2,2,2016
名古屋,1-3,湘南,1,3,2016
鹿島,0-1,神戸,0,1,2016
浦和,1-1,横浜FM,1,1,2016
川崎Ｆ,2-3,Ｇ大阪,2,3,2016
大宮,0-1,FC東京,0,1,2016
新潟,0-1,広島,0,1,2016
甲府,0-1,鳥栖,0,1,2016
福岡,0-4,柏,0,4,2016
仙台,0-1,磐田,0,1,2016
横浜FM,3-2,浦和,3,2,2017
清水,0-1,神戸,0,1,2017
鹿島,0-1,FC東京,0,1,2017
仙台,1-0,札幌,1,0,2017
広島,1-1,新潟,1,1,2017
鳥栖,1-3,柏,1,3,2017
Ｃ大阪,0-0,磐田,0,0,2017
大宮,0-2,川崎Ｆ,0,2,2017
Ｇ大阪,1-1,甲府,1,1,2017
浦和,3-1,Ｃ大阪,3,1,2017
甲府,0-1,鹿島,0,1,2017
広島,0-1,清水,0,1,2017
磐田,0-1,仙台,0,1,2017
FC東京,2-0,大宮,2,0,2017
神戸,2-1,新潟,2,1,2017
横浜FM,3-0,札幌,3,0,2017
柏,1-3,Ｇ大阪,1,3,2017
川崎Ｆ,1-1,鳥栖,1,1,2017
鹿島,1-0,横浜FM,1,0,2017
川崎Ｆ,2-1,柏,2,1,2017
浦和,4-1,甲府,4,1,2017
大宮,1-2,磐田,1,2,2017
鳥栖,1-0,広島,1,0,2017
札幌,1-1,Ｃ大阪,1,1,2017
新潟,0-2,清水,0,2,2017
仙台,0-2,神戸,0,2,2017
Ｇ大阪,3-0,FC東京,3,0,2017
清水,2-3,鹿島,2,3,2017
横浜FM,1-1,新潟,1,1,2017
札幌,2-1,広島,2,1,2017
甲府,1-0,大宮,1,0,2017
Ｃ大阪,1-0,鳥栖,1,0,2017
柏,0-1,仙台,0,1,2017
神戸,1-0,磐田,1,0,2017
FC東京,3-0,川崎Ｆ,3,0,2017
Ｇ大阪,1-1,浦和,1,1,2017
新潟,2-3,Ｇ大阪,2,3,2017
仙台,0-2,川崎Ｆ,0,2,2017
広島,0-2,柏,0,2,2017
磐田,3-1,清水,3,1,2017
Ｃ大阪,2-0,横浜FM,2,0,2017
FC東京,3-3,鳥栖,3,3,2017
神戸,1-3,浦和,1,3,2017
大宮,0-1,鹿島,0,1,2017
甲府,2-0,札幌,2,0,2017
Ｇ大阪,0-1,広島,0,1,2017
浦和,7-0,仙台,7,0,2017
川崎Ｆ,1-1,甲府,1,1,2017
柏,0-2,清水,0,2,2017
大宮,0-2,神戸,0,2,2017
鹿島,0-1,Ｃ大阪,0,1,2017
鳥栖,3-0,新潟,3,0,2017
横浜FM,2-1,磐田,2,1,2017
札幌,2-1,FC東京,2,1,2017
甲府,0-2,新潟,0,2,2017
清水,1-1,大宮,1,1,2017
札幌,1-1,川崎Ｆ,1,1,2017
Ｃ大阪,2-2,Ｇ大阪,2,2,2017
FC東京,0-1,浦和,0,1,2017
磐田,2-1,鳥栖,2,1,2017
神戸,1-2,柏,1,2,2017
広島,0-1,横浜FM,0,1,2017
仙台,1-4,鹿島,1,4,2017
Ｇ大阪,6-0,大宮,6,0,2017
川崎Ｆ,2-2,清水,2,2,2017
甲府,1-1,Ｃ大阪,1,1,2017
浦和,3-2,札幌,3,2,2017
広島,3-3,仙台,3,3,2017
鹿島,0-3,磐田,0,3,2017
柏,2-0,横浜FM,2,0,2017
新潟,0-3,FC東京,0,3,2017
鳥栖,1-0,神戸,1,0,2017
清水,0-3,仙台,0,3,2017
新潟,0-1,柏,0,1,2017
磐田,2-2,札幌,2,2,2017
大宮,1-0,浦和,1,0,2017
FC東京,1-0,広島,1,0,2017
鹿島,2-1,鳥栖,2,1,2017
神戸,0-1,甲府,0,1,2017
横浜FM,0-1,Ｇ大阪,0,1,2017
Ｃ大阪,2-0,川崎Ｆ,2,0,2017
浦和,0-1,鹿島,0,1,2017
Ｇ大阪,1-1,清水,1,1,2017
川崎Ｆ,3-0,新潟,3,0,2017
札幌,1-0,大宮,1,0,2017
柏,1-0,Ｃ大阪,1,0,2017
広島,1-1,神戸,1,1,2017
甲府,0-0,磐田,0,0,2017
仙台,0-2,FC東京,0,2,2017
鳥栖,1-0,横浜FM,1,0,2017
清水,1-1,鳥栖,1,1,2017
横浜FM,1-0,甲府,1,0,2017
鹿島,1-2,神戸,1,2,2017
新潟,1-6,浦和,1,6,2017
Ｃ大阪,5-2,広島,5,2,2017
磐田,0-2,川崎Ｆ,0,2,2017
FC東京,1-2,柏,1,2,2017
大宮,2-1,仙台,2,1,2017
札幌,0-2,Ｇ大阪,0,2,2017
鹿島,0-3,川崎Ｆ,0,3,2017
横浜FM,1-1,仙台,1,1,2017
新潟,1-0,札幌,1,0,2017
甲府,1-2,広島,1,2,2017
浦和,3-3,清水,3,3,2017
磐田,0-2,柏,0,2,2017
大宮,0-3,Ｃ大阪,0,3,2017
Ｇ大阪,3-0,鳥栖,3,0,2017
神戸,1-1,FC東京,1,1,2017
清水,1-3,横浜FM,1,3,2017
広島,0-0,磐田,0,0,2017
柏,4-2,大宮,4,2,2017
鳥栖,1-0,札幌,1,0,2017
仙台,2-1,新潟,2,1,2017
FC東京,1-1,甲府,1,1,2017
神戸,1-2,Ｃ大阪,1,2,2017
清水,0-2,FC東京,0,2,2017
札幌,1-2,神戸,1,2,2017
広島,1-3,鹿島,1,3,2017
磐田,3-0,Ｇ大阪,3,0,2017
Ｃ大阪,4-0,新潟,4,0,2017
仙台,3-0,甲府,3,0,2017
大宮,1-1,鳥栖,1,1,2017
横浜FM,2-0,川崎Ｆ,2,0,2017
柏,1-0,浦和,1,0,2017
鹿島,3-0,札幌,3,0,2017
新潟,1-2,大宮,1,2,2017
神戸,0-1,Ｇ大阪,0,1,2017
川崎Ｆ,1-0,広島,1,0,2017
Ｃ大阪,1-1,清水,1,1,2017
甲府,0-0,柏,0,0,2017
鳥栖,1-1,仙台,1,1,2017
FC東京,0-1,横浜FM,0,1,2017
浦和,2-4,磐田,2,4,2017
横浜FM,2-0,神戸,2,0,2017
磐田,2-0,FC東京,2,0,2017
清水,1-0,甲府,1,0,2017
仙台,2-4,Ｃ大阪,2,4,2017
広島,0-3,大宮,0,3,2017
鹿島,2-0,新潟,2,0,2017
柏,2-1,札幌,2,1,2017
Ｇ大阪,1-1,川崎Ｆ,1,1,2017
鳥栖,2-1,浦和,2,1,2017
札幌,1-0,清水,1,0,2017
川崎Ｆ,5-0,神戸,5,0,2017
仙台,2-3,Ｇ大阪,2,3,2017
大宮,1-2,横浜FM,1,2,2017
新潟,0-2,磐田,0,2,2017
浦和,4-3,広島,4,3,2017
甲府,0-0,鳥栖,0,0,2017
柏,2-3,鹿島,2,3,2017
Ｃ大阪,3-1,FC東京,3,1,2017
Ｇ大阪,0-1,鹿島,0,1,2017
川崎Ｆ,4-1,浦和,4,1,2017
清水,2-0,Ｇ大阪,2,0,2017
磐田,1-0,甲府,1,0,2017
鳥栖,2-3,川崎Ｆ,2,3,2017
横浜FM,1-1,広島,1,1,2017
大宮,2-2,札幌,2,2,2017
Ｃ大阪,2-1,柏,2,1,2017
FC東京,2-2,鹿島,2,2,2017
神戸,3-0,仙台,3,0,2017
浦和,2-1,新潟,2,1,2017
Ｃ大阪,4-2,浦和,4,2,2017
札幌,2-0,浦和,2,0,2017
鹿島,3-0,甲府,3,0,2017
Ｇ大阪,3-1,Ｃ大阪,3,1,2017
横浜FM,2-2,清水,2,2,2017
川崎Ｆ,2-5,磐田,2,5,2017
神戸,3-1,大宮,3,1,2017
仙台,1-1,柏,1,1,2017
広島,0-1,鳥栖,0,1,2017
FC東京,1-1,新潟,1,1,2017
甲府,1-0,Ｇ大阪,1,0,2017
鹿島,2-0,仙台,2,0,2017
磐田,2-3,広島,2,3,2017
新潟,0-2,横浜FM,0,2,2017
鳥栖,2-1,清水,2,1,2017
柏,3-1,神戸,3,1,2017
川崎Ｆ,1-1,FC東京,1,1,2017
浦和,2-2,大宮,2,2,2017
Ｃ大阪,3-1,札幌,3,1,2017
大宮,1-2,FC東京,1,2,2017
新潟,0-2,川崎Ｆ,0,2,2017
清水,3-2,Ｃ大阪,3,2,2017
柏,0-0,鳥栖,0,0,2017
甲府,0-1,浦和,0,1,2017
札幌,0-2,横浜FM,0,2,2017
神戸,1-2,鹿島,1,2,2017
広島,2-2,Ｇ大阪,2,2,2017
仙台,0-0,磐田,0,0,2017
札幌,1-1,甲府,1,1,2017
清水,1-4,柏,1,4,2017
Ｇ大阪,0-2,磐田,0,2,2017
横浜FM,1-0,鳥栖,1,0,2017
大宮,1-0,新潟,1,0,2017
川崎Ｆ,3-1,鹿島,3,1,2017
FC東京,1-0,神戸,1,0,2017
仙台,1-0,広島,1,0,2017
鹿島,2-0,清水,2,0,2017
磐田,1-1,Ｃ大阪,1,1,2017
Ｇ大阪,0-1,柏,0,1,2017
新潟,1-2,仙台,1,2,2017
川崎Ｆ,2-1,札幌,2,1,2017
鳥栖,3-0,大宮,3,0,2017
広島,1-0,甲府,1,0,2017
浦和,2-1,FC東京,2,1,2017
神戸,0-0,横浜FM,0,0,2017
札幌,1-0,仙台,1,0,2017
鳥栖,1-3,Ｇ大阪,1,3,2017
大宮,1-1,広島,1,1,2017
横浜FM,1-0,FC東京,1,0,2017
磐田,2-1,神戸,2,1,2017
Ｃ大阪,0-1,鹿島,0,1,2017
柏,1-1,新潟,1,1,2017
甲府,2-2,川崎Ｆ,2,2,2017
清水,1-2,浦和,1,2,2017
札幌,2-1,磐田,2,1,2017
甲府,0-1,清水,0,1,2017
鹿島,1-0,大宮,1,0,2017
浦和,1-2,柏,1,2,2017
FC東京,1-4,Ｃ大阪,1,4,2017
Ｇ大阪,1-2,神戸,1,2,2017
川崎Ｆ,3-0,横浜FM,3,0,2017
新潟,0-0,広島,0,0,2017
仙台,4-1,鳥栖,4,1,2017
清水,0-3,川崎Ｆ,0,3,2017
新潟,2-4,鹿島,2,4,2017
大宮,2-2,Ｇ大阪,2,2,2017
広島,1-0,Ｃ大阪,1,0,2017
FC東京,1-0,仙台,1,0,2017
横浜FM,1-1,柏,1,1,2017
鳥栖,2-1,甲府,2,1,2017
神戸,2-0,札幌,2,0,2017
磐田,1-1,浦和,1,1,2017
札幌,2-2,新潟,2,2,2017
清水,1-3,広島,1,3,2017
磐田,2-1,大宮,2,1,2017
浦和,2-2,鳥栖,2,2,2017
柏,4-1,FC東京,4,1,2017
甲府,3-2,横浜FM,3,2,2017
鹿島,2-1,Ｇ大阪,2,1,2017
神戸,0-0,川崎Ｆ,0,0,2017
Ｃ大阪,1-4,仙台,1,4,2017
鳥栖,1-0,鹿島,1,0,2017
新潟,0-2,神戸,0,2,2017
FC東京,0-0,磐田,0,0,2017
柏,0-1,甲府,0,1,2017
広島,1-1,札幌,1,1,2017
大宮,0-0,清水,0,0,2017
川崎Ｆ,5-1,Ｃ大阪,5,1,2017
Ｇ大阪,1-2,横浜FM,1,2,2017
仙台,2-3,浦和,2,3,2017
札幌,3-0,柏,3,0,2017
横浜FM,1-1,大宮,1,1,2017
清水,0-3,磐田,0,3,2017
Ｇ大阪,0-1,新潟,0,1,2017
鹿島,2-0,広島,2,0,2017
川崎Ｆ,3-2,仙台,3,2,2017
浦和,1-1,神戸,1,1,2017
甲府,1-1,FC東京,1,1,2017
鳥栖,1-2,Ｃ大阪,1,2,2017
Ｃ大阪,2-0,甲府,2,0,2017
神戸,1-2,鳥栖,1,2,2017
広島,0-3,川崎Ｆ,0,3,2017
仙台,0-0,清水,0,0,2017
大宮,1-1,柏,1,1,2017
磐田,2-2,新潟,2,2,2017
FC東京,1-2,札幌,1,2,2017
横浜FM,3-2,鹿島,3,2,2017
浦和,3-3,Ｇ大阪,3,3,2017
新潟,1-0,鳥栖,1,0,2017
磐田,2-1,横浜FM,2,1,2017
Ｇ大阪,1-1,仙台,1,1,2017
Ｃ大阪,2-1,大宮,2,1,2017
甲府,2-3,神戸,2,3,2017
札幌,1-2,鹿島,1,2,2017
広島,0-1,浦和,0,1,2017
柏,2-2,川崎Ｆ,2,2,2017
FC東京,0-0,清水,0,0,2017
鹿島,1-0,浦和,1,0,2017
川崎Ｆ,1-0,Ｇ大阪,1,0,2017
神戸,1-2,広島,1,2,2017
横浜FM,1-4,Ｃ大阪,1,4,2017
柏,1-0,磐田,1,0,2017
新潟,1-0,甲府,1,0,2017
仙台,3-0,大宮,3,0,2017
鳥栖,2-1,FC東京,2,1,2017
清水,0-2,札幌,0,2,2017
清水,2-3,新潟,2,3,2017
Ｇ大阪,0-1,札幌,0,1,2017
Ｃ大阪,3-1,神戸,3,1,2017
大宮,0-0,甲府,0,0,2017
鳥栖,0-2,磐田,0,2,2017
仙台,2-2,横浜FM,2,2,2017
鹿島,0-0,柏,0,0,2017
広島,2-1,FC東京,2,1,2017
浦和,0-1,川崎Ｆ,0,1,2017
神戸,1-3,清水,1,3,2017
川崎Ｆ,5-0,大宮,5,0,2017
磐田,0-0,鹿島,0,0,2017
甲府,1-0,仙台,1,0,2017
柏,1-0,広島,1,0,2017
新潟,1-0,Ｃ大阪,1,0,2017
浦和,0-1,横浜FM,0,1,2017
札幌,3-2,鳥栖,3,2,2017
FC東京,0-0,Ｇ大阪,0,0,2017
鳥栖,1-1,神戸,1,1,2018
FC東京,1-1,浦和,1,1,2018
広島,1-0,札幌,1,0,2018
Ｇ大阪,2-3,名古屋,2,3,2018
湘南,2-1,長崎,2,1,2018
仙台,1-0,柏,1,0,2018
清水,0-0,鹿島,0,0,2018
磐田,0-3,川崎Ｆ,0,3,2018
Ｃ大阪,1-1,横浜FM,1,1,2018
川崎Ｆ,1-1,湘南,1,1,2018
Ｃ大阪,3-3,札幌,3,3,2018
柏,2-0,横浜FM,2,0,2018
名古屋,1-0,磐田,1,0,2018
FC東京,0-1,仙台,0,1,2018
鹿島,1-0,Ｇ大阪,1,0,2018
神戸,2-4,清水,2,4,2018
長崎,2-2,鳥栖,2,2,2018
浦和,1-2,広島,1,2,2018
横浜FM,1-2,鳥栖,1,2,2018
川崎Ｆ,2-0,Ｇ大阪,2,0,2018
仙台,1-1,神戸,1,1,2018
長崎,1-1,浦和,1,1,2018
鹿島,0-1,広島,0,1,2018
柏,1-1,Ｃ大阪,1,1,2018
磐田,2-0,FC東京,2,0,2018
札幌,1-3,清水,1,3,2018
湘南,0-0,名古屋,0,0,2018
清水,1-1,仙台,1,1,2018
札幌,2-1,長崎,2,1,2018
Ｇ大阪,2-2,柏,2,2,2018
FC東京,1-0,湘南,1,0,2018
鳥栖,0-1,鹿島,0,1,2018
神戸,2-0,Ｃ大阪,2,0,2018
広島,0-0,磐田,0,0,2018
浦和,0-1,横浜FM,0,1,2018
名古屋,0-1,川崎Ｆ,0,1,2018
柏,2-1,神戸,2,1,2018
